product_id,sku,name,current_brand,proposed_brand,match_type,legacy_reference,official_reference,confidence,evidence,reason
"4567ba4c-c3b4-4b80-ac40-68e58689d284","PRO00058","AcraDyne HT ABP-CTA300(W) DC TORQUE a Bateria hasta 300Nm","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"315cab3f-c9cc-4447-9456-75bd1e47840d","PRO00060","FZN25 Flejadora Zuncadora Neumatica","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"e6c62576-1ae9-47c2-b7e9-62c98e4fbca6","PRO00062","FAR RAC230 Remachadora Recta","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"eb9bc228-ecb3-40ef-9ab8-8e566ce35573","PRO00063","RIELLO - LONG PROBE RBL 3012188","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"0d3eb805-7064-4619-9bf5-44e73875b078","PRO00064","RIELLO Sonda 3012177 para quemador S38","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"daff1dff-7ee4-43b3-96be-c4651bd4f61f","PRO00068","GRACO MANGUERA CALEFACTADA PARA POLIUREA.","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"2e81fa41-a35c-4d83-8bfa-51e1550aeb9c","PRO00070","FESTO, MODELO SOPA-M1-R1-HQ6-2P-M12, SENSOR DE ESPACIO DE AIRE, PARA USO EN CENTROS DE MECANIZADO DMG","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"38a489e0-5897-42d1-bad6-747cd32fd549","PRO00072","RIV760 REMACHADORA A BATERIA HASTA 6,4MM ACERO","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"0ec91e47-157c-46e7-94e5-273adbe27104","PRO00073","RIVIT BATTERY RIV750 790-Litio 14,4V 2,6Ah Battery P916","","","HIGH_CONFIDENCE_NAME_ONLY","","","LOW","el nombre empieza con «RIVIT» y no hay ninguna referencia que lo confirme","sólo el texto del nombre; NO alcanza para asignar (§9)"
"35cdc296-8abf-4b5a-9397-a6e9cbaa72ef","PRO00074","RIV750/760/790-Li-Ion Quick Charger 7.2-18V/3.0A","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"338a126c-7d89-4e71-ac07-5eac49ecac1e","PRO00075","MZ Válvula 2 Rosca 6""","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"79985b65-fd3b-4c2e-88b4-c58f6e33be43","PRO00076","Empujador de pistón 6"" + rosca MZ","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"3b0a15f6-fd8e-48e9-92af-15f66aa16839","PRO00078","AcraDyne Automated Screw Feed System – Option 2","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"8acfc556-a5ba-4b51-a14b-90a4faf6d2b2","PRO00080","Acradyne AES32025CV Inline Nutrunner","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"13368899-5ac0-4d95-a7f4-ab96c4c5915b","PRO00081","AcraDyne AED4A66250B Herramienta de alto torque para pistola de montaje trasero: 250 Nm, .75 Sq. Dr., caja de cambios fija","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"440805c6-560a-4346-9f73-3498b838ebd6","PRO00084","ACRADYNE AET4A12025B-KD","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
"771cfc0d-2b5e-4988-8a63-08de87da35d0","PRO00087","AcraDyne AEP4B771200B Pistol High Torque Tool: 1200Nm,  1"" Sq. Dr., 360° Swivel Gearcase","","","NO_MATCH","","","NONE","","ninguna referencia ni nombre permite identificar marca"
