estado,campo,sku_origen,referencia_original,sku_destino_esperado,sku_destino_resuelto,product_id,equivalent_product_id
"VALID","sim_sp","AP.12MM45-D","S2308H","SP.S2308H","SP.S2308H","35ae4d7d-56f5-46ca-ab93-602a10b4b6a0","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.12MM45-D","S2308HM","SP.S2308HM","SP.S2308HM","35ae4d7d-56f5-46ca-ab93-602a10b4b6a0","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.12MM45-D","S2309APM","SP.S2309APM","SP.S2309APM","35ae4d7d-56f5-46ca-ab93-602a10b4b6a0","4fd33e59-22ed-4695-b5af-da33573de297"
"VALID","sim_sp","AP.12MM55","S2308HL","SP.S2308HL","SP.S2308HL","1c9a03bc-7b8d-4d65-a9c4-d867abb3c9c3","6586d0de-5f6b-410a-99b3-158c484ba18b"
"VALID","sim_sp","AP.12MM55","S2308HLAPM","SP.S2308HLAPM","SP.S2308HLAPM","1c9a03bc-7b8d-4d65-a9c4-d867abb3c9c3","4ba7eaf6-cfef-4619-8e7a-10b800510c70"
"VALID","sim_sp","AP.12MM55","S2308HLM","SP.S2308HLM","SP.S2308HLM","1c9a03bc-7b8d-4d65-a9c4-d867abb3c9c3","4af52fa2-8eb3-4246-a08e-11e2323167c7"
"VALID","sim_sp","AP.12MM55","S2309HL","SP.S2309HL","SP.S2309HL","1c9a03bc-7b8d-4d65-a9c4-d867abb3c9c3","6946259b-8b6f-44ba-b79d-8b30be2a0401"
"VALID","sim_sp","AP.12MM55","S2309HLAPM","SP.S2309HLAPM","SP.S2309HLAPM","1c9a03bc-7b8d-4d65-a9c4-d867abb3c9c3","5f27fae0-4635-4107-a367-b0e24f907769"
"VALID","sim_sp","AP.12MM55","S2309HLM","SP.S2309HLM","SP.S2309HLM","1c9a03bc-7b8d-4d65-a9c4-d867abb3c9c3","157f5aa7-31ea-4c5f-8eb5-7701fdffbe00"
"VALID","sim_sp","AP.1308-D","R10MM75","SP.R10MM75","SP.R10MM75","53b9e1cf-0d22-4af8-999d-7f0411d2a359","d3c7ec2b-b2d0-4d39-bc01-17d6c01df91e"
"VALID","sim_sp","AP.1308-D","R10MM75/TEF","SP.R10MM75/TEF","SP.R10MM75/TEF","53b9e1cf-0d22-4af8-999d-7f0411d2a359","8c80c471-6f5e-4f49-9717-35ac2f86b766"
"VALID","sim_sp","AP.1308-D","R8MM75","SP.R8MM75","SP.R8MM75","53b9e1cf-0d22-4af8-999d-7f0411d2a359","f9f028ca-7ef6-4c88-9734-309291a5066a"
"VALID","sim_sp","AP.1308-D","R8MM75/TEF","SP.R8MM75/TEF","SP.R8MM75/TEF","53b9e1cf-0d22-4af8-999d-7f0411d2a359","45ee08a0-b30d-4578-914a-ba2ccae65398"
"AMBIGUOUS_TARGET","sim_sp","AP.13MM11","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.13MM11","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","a6379179-783d-4e37-b99c-51aed4e54a42","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.13MM11","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","a6379179-783d-4e37-b99c-51aed4e54a42","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.13MM11","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","a6379179-783d-4e37-b99c-51aed4e54a42","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.13MM11","R2304APM","SP.R2304APM","SP.R2304APM","a6379179-783d-4e37-b99c-51aed4e54a42","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.13MM11","R2304H","SP.R2304H","SP.R2304H","a6379179-783d-4e37-b99c-51aed4e54a42","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"VALID","sim_sp","AP.13MM13-D","J28-1/4","SP.J28-1/4","SP.J28-1/4","ea4a5678-e1d5-458f-a78a-acef6f4e1b59","5163ad2f-4823-4fd9-86a9-0f65bf7dae79"
"VALID","sim_sp","AP.13MM13-D","J28-5/16","SP.J28-5/16","SP.J28-5/16","ea4a5678-e1d5-458f-a78a-acef6f4e1b59","adfe4699-d8fd-43b1-993b-1f1591301dc4"
"VALID","sim_sp","AP.13MM15","S2308APM","SP.S2308APM","SP.S2308APM","1e90d959-498a-4112-9ed0-7d3630f0f914","50b9b76e-ff2f-420c-8407-60d14e299357"
"VALID","sim_sp","AP.13MM15","S2308BH","SP.S2308BH","SP.S2308BH","1e90d959-498a-4112-9ed0-7d3630f0f914","379bd633-6e07-4440-9c92-974a84a79902"
"VALID","sim_sp","AP.13MM15","S2308BHM","SP.S2308BHM","SP.S2308BHM","1e90d959-498a-4112-9ed0-7d3630f0f914","673ecd9d-db65-4ccc-8245-cac4ba59fcd3"
"VALID","sim_sp","AP.13MM15","S2308H","SP.S2308H","SP.S2308H","1e90d959-498a-4112-9ed0-7d3630f0f914","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.13MM15","S2308HM","SP.S2308HM","SP.S2308HM","1e90d959-498a-4112-9ed0-7d3630f0f914","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.13MM15","S2309APM","SP.S2309APM","SP.S2309APM","1e90d959-498a-4112-9ed0-7d3630f0f914","4fd33e59-22ed-4695-b5af-da33573de297"
"VALID","sim_sp","AP.13MM15-D","S2308APM","SP.S2308APM","SP.S2308APM","630f71f0-fe5e-4b40-98ba-ebb29edfaeea","50b9b76e-ff2f-420c-8407-60d14e299357"
"VALID","sim_sp","AP.13MM15-D","S2308BH","SP.S2308BH","SP.S2308BH","630f71f0-fe5e-4b40-98ba-ebb29edfaeea","379bd633-6e07-4440-9c92-974a84a79902"
"VALID","sim_sp","AP.13MM15-D","S2308BHM","SP.S2308BHM","SP.S2308BHM","630f71f0-fe5e-4b40-98ba-ebb29edfaeea","673ecd9d-db65-4ccc-8245-cac4ba59fcd3"
"VALID","sim_sp","AP.13MM15-D","S2308H","SP.S2308H","SP.S2308H","630f71f0-fe5e-4b40-98ba-ebb29edfaeea","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.13MM15-D","S2308HM","SP.S2308HM","SP.S2308HM","630f71f0-fe5e-4b40-98ba-ebb29edfaeea","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.13MM15-D","S2309APM","SP.S2309APM","SP.S2309APM","630f71f0-fe5e-4b40-98ba-ebb29edfaeea","4fd33e59-22ed-4695-b5af-da33573de297"
"VALID","sim_sp","AP.13MM23","J100VM","SP.J100VM","SP.J100VM","7e0b526d-c248-4a5b-bf44-e3fb701cd5c6","a3c73cef-4c19-4de6-b450-dbf39a8385ab"
"VALID","sim_sp","AP.13MM23-D","J100VM","SP.J100VM","SP.J100VM","835328ad-9a90-437b-b3ea-7896e8394257","a3c73cef-4c19-4de6-b450-dbf39a8385ab"
"VALID","sim_sp","AP.13MM25","SIM2325H","SP.SIM2325H","SP.SIM2325H","ff88f217-1236-4149-a425-4f0fb51a045b","b0bfd494-7cde-4d81-a9e8-6e8852f7dc45"
"VALID","sim_sp","AP.13MM25","SIM2326H","SP.SIM2326H","SP.SIM2326H","ff88f217-1236-4149-a425-4f0fb51a045b","d3189b27-ee71-4128-8568-92a9da39493b"
"VALID","sim_sp","AP.13MM25","SIM2327H","SP.SIM2327H","SP.SIM2327H","ff88f217-1236-4149-a425-4f0fb51a045b","63467992-1903-4dfd-975a-d0ac4a74e276"
"VALID","sim_sp","AP.13MM25","SIM2328H","SP.SIM2328H","SP.SIM2328H","ff88f217-1236-4149-a425-4f0fb51a045b","b22604fe-71ea-47ff-ba67-966246c1fd6b"
"VALID","sim_sp","AP.13MM25","SIM2329H","SP.SIM2329H","SP.SIM2329H","ff88f217-1236-4149-a425-4f0fb51a045b","641e261a-b2fd-464d-a5bb-e00eaf6999ee"
"VALID","sim_sp","AP.13MM25","SIM2330H","SP.SIM2330H","SP.SIM2330H","ff88f217-1236-4149-a425-4f0fb51a045b","27e69785-22e3-4d77-bd54-bd2e377a939d"
"VALID","sim_sp","AP.13MM25-D","SIM2325H","SP.SIM2325H","SP.SIM2325H","7ab677f8-f0a2-4e96-bf3a-740120d63a79","b0bfd494-7cde-4d81-a9e8-6e8852f7dc45"
"VALID","sim_sp","AP.13MM25-D","SIM2326H","SP.SIM2326H","SP.SIM2326H","7ab677f8-f0a2-4e96-bf3a-740120d63a79","d3189b27-ee71-4128-8568-92a9da39493b"
"VALID","sim_sp","AP.13MM25-D","SIM2327H","SP.SIM2327H","SP.SIM2327H","7ab677f8-f0a2-4e96-bf3a-740120d63a79","63467992-1903-4dfd-975a-d0ac4a74e276"
"VALID","sim_sp","AP.13MM25-D","SIM2328H","SP.SIM2328H","SP.SIM2328H","7ab677f8-f0a2-4e96-bf3a-740120d63a79","b22604fe-71ea-47ff-ba67-966246c1fd6b"
"VALID","sim_sp","AP.13MM25-D","SIM2329H","SP.SIM2329H","SP.SIM2329H","7ab677f8-f0a2-4e96-bf3a-740120d63a79","641e261a-b2fd-464d-a5bb-e00eaf6999ee"
"VALID","sim_sp","AP.13MM25-D","SIM2330H","SP.SIM2330H","SP.SIM2330H","7ab677f8-f0a2-4e96-bf3a-740120d63a79","27e69785-22e3-4d77-bd54-bd2e377a939d"
"VALID","sim_sp","AP.13MM33","J2307HXL","SP.J2307HXL","SP.J2307HXL","e9ba7254-a4c7-4855-b17e-09f3b62d309e","357f2363-0c81-4abb-853d-3f50500d29dc"
"VALID","sim_sp","AP.13MM33","J2307HXLAPM","SP.J2307HXLAPM","SP.J2307HXLAPM","e9ba7254-a4c7-4855-b17e-09f3b62d309e","ebecb43c-8e9e-4997-8bee-d9aaac7bf70d"
"VALID","sim_sp","AP.13MM33","J2307HXLM","SP.J2307HXLM","SP.J2307HXLM","e9ba7254-a4c7-4855-b17e-09f3b62d309e","b2795d34-1608-4f3d-85f5-d94766dcbd85"
"VALID","sim_sp","AP.13MM33","J2308HXL","SP.J2308HXL","SP.J2308HXL","e9ba7254-a4c7-4855-b17e-09f3b62d309e","a28eb44c-d50c-4aed-8031-e03f6d275e53"
"VALID","sim_sp","AP.13MM33","J2308HXLAPM","SP.J2308HXLAPM","SP.J2308HXLAPM","e9ba7254-a4c7-4855-b17e-09f3b62d309e","bd4557ac-8805-4830-b778-c17a85500cd7"
"VALID","sim_sp","AP.13MM33","J2308HXLM","SP.J2308HXLM","SP.J2308HXLM","e9ba7254-a4c7-4855-b17e-09f3b62d309e","be3fd777-b429-4058-8ed0-387565b41f38"
"VALID","sim_sp","AP.13MM35","S2308HL","SP.S2308HL","SP.S2308HL","61b85278-cbc5-4f54-b2f1-4ea337e66aff","6586d0de-5f6b-410a-99b3-158c484ba18b"
"VALID","sim_sp","AP.13MM35","S2308HLAPM","SP.S2308HLAPM","SP.S2308HLAPM","61b85278-cbc5-4f54-b2f1-4ea337e66aff","4ba7eaf6-cfef-4619-8e7a-10b800510c70"
"VALID","sim_sp","AP.13MM35","S2308HLM","SP.S2308HLM","SP.S2308HLM","61b85278-cbc5-4f54-b2f1-4ea337e66aff","4af52fa2-8eb3-4246-a08e-11e2323167c7"
"VALID","sim_sp","AP.13MM35","S2309HL","SP.S2309HL","SP.S2309HL","61b85278-cbc5-4f54-b2f1-4ea337e66aff","6946259b-8b6f-44ba-b79d-8b30be2a0401"
"VALID","sim_sp","AP.13MM35","S2309HLAPM","SP.S2309HLAPM","SP.S2309HLAPM","61b85278-cbc5-4f54-b2f1-4ea337e66aff","5f27fae0-4635-4107-a367-b0e24f907769"
"VALID","sim_sp","AP.13MM35","S2309HLM","SP.S2309HLM","SP.S2309HLM","61b85278-cbc5-4f54-b2f1-4ea337e66aff","157f5aa7-31ea-4c5f-8eb5-7701fdffbe00"
"VALID","sim_sp","AP.13MM35-D","S2308HL","SP.S2308HL","SP.S2308HL","14ca30e2-a38c-44cf-a6b4-22e042bb7c9d","6586d0de-5f6b-410a-99b3-158c484ba18b"
"VALID","sim_sp","AP.13MM35-D","S2308HLAPM","SP.S2308HLAPM","SP.S2308HLAPM","14ca30e2-a38c-44cf-a6b4-22e042bb7c9d","4ba7eaf6-cfef-4619-8e7a-10b800510c70"
"VALID","sim_sp","AP.13MM35-D","S2308HLM","SP.S2308HLM","SP.S2308HLM","14ca30e2-a38c-44cf-a6b4-22e042bb7c9d","4af52fa2-8eb3-4246-a08e-11e2323167c7"
"VALID","sim_sp","AP.13MM35-D","S2309HL","SP.S2309HL","SP.S2309HL","14ca30e2-a38c-44cf-a6b4-22e042bb7c9d","6946259b-8b6f-44ba-b79d-8b30be2a0401"
"VALID","sim_sp","AP.13MM35-D","S2309HLAPM","SP.S2309HLAPM","SP.S2309HLAPM","14ca30e2-a38c-44cf-a6b4-22e042bb7c9d","5f27fae0-4635-4107-a367-b0e24f907769"
"VALID","sim_sp","AP.13MM35-D","S2309HLM","SP.S2309HLM","SP.S2309HLM","14ca30e2-a38c-44cf-a6b4-22e042bb7c9d","157f5aa7-31ea-4c5f-8eb5-7701fdffbe00"
"VALID","sim_sp","AP.13MM43","J28-5/16V","SP.J28-5/16V","SP.J28-5/16V","e91731ea-385a-462b-9441-beb62eaabcbd","675aa13b-e1a5-472f-b8b5-019835cea5ff"
"VALID","sim_sp","AP.13MM43","J23-SQDV","SP.J23-SQDV","SP.J23-SQDV","e91731ea-385a-462b-9441-beb62eaabcbd","255714b0-8401-4045-837b-919820e02950"
"VALID","sim_sp","AP.13MM45","S2308APM","SP.S2308APM","SP.S2308APM","3ebd342d-b6aa-4eea-8e2e-344f922f4891","50b9b76e-ff2f-420c-8407-60d14e299357"
"VALID","sim_sp","AP.13MM45","S2308BH","SP.S2308BH","SP.S2308BH","3ebd342d-b6aa-4eea-8e2e-344f922f4891","379bd633-6e07-4440-9c92-974a84a79902"
"VALID","sim_sp","AP.13MM45","S2308BHM","SP.S2308BHM","SP.S2308BHM","3ebd342d-b6aa-4eea-8e2e-344f922f4891","673ecd9d-db65-4ccc-8245-cac4ba59fcd3"
"VALID","sim_sp","AP.13MM45","S2308H","SP.S2308H","SP.S2308H","3ebd342d-b6aa-4eea-8e2e-344f922f4891","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.13MM45","S2308HM","SP.S2308HM","SP.S2308HM","3ebd342d-b6aa-4eea-8e2e-344f922f4891","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.13MM45","S2309APM","SP.S2309APM","SP.S2309APM","3ebd342d-b6aa-4eea-8e2e-344f922f4891","4fd33e59-22ed-4695-b5af-da33573de297"
"VALID","sim_sp","AP.13MM55","S2308HL","SP.S2308HL","SP.S2308HL","d3736ed6-9bf8-4cdf-9b24-0ad347cff4b8","6586d0de-5f6b-410a-99b3-158c484ba18b"
"VALID","sim_sp","AP.13MM55","S2308HLAPM","SP.S2308HLAPM","SP.S2308HLAPM","d3736ed6-9bf8-4cdf-9b24-0ad347cff4b8","4ba7eaf6-cfef-4619-8e7a-10b800510c70"
"VALID","sim_sp","AP.13MM55","S2308HLM","SP.S2308HLM","SP.S2308HLM","d3736ed6-9bf8-4cdf-9b24-0ad347cff4b8","4af52fa2-8eb3-4246-a08e-11e2323167c7"
"VALID","sim_sp","AP.13MM55","S2309HL","SP.S2309HL","SP.S2309HL","d3736ed6-9bf8-4cdf-9b24-0ad347cff4b8","6946259b-8b6f-44ba-b79d-8b30be2a0401"
"VALID","sim_sp","AP.13MM55","S2309HLAPM","SP.S2309HLAPM","SP.S2309HLAPM","d3736ed6-9bf8-4cdf-9b24-0ad347cff4b8","5f27fae0-4635-4107-a367-b0e24f907769"
"VALID","sim_sp","AP.13MM55","S2309HLM","SP.S2309HLM","SP.S2309HLM","d3736ed6-9bf8-4cdf-9b24-0ad347cff4b8","157f5aa7-31ea-4c5f-8eb5-7701fdffbe00"
"VALID","sim_sp","AP.13MME3","J28-5/16V","SP.J28-5/16V","SP.J28-5/16V","c5069565-cdad-4ed4-84de-c64bfc1dde8b","675aa13b-e1a5-472f-b8b5-019835cea5ff"
"VALID","sim_sp","AP.13MME3","J23-SQDV","SP.J23-SQDV","SP.J23-SQDV","c5069565-cdad-4ed4-84de-c64bfc1dde8b","255714b0-8401-4045-837b-919820e02950"
"AMBIGUOUS_TARGET","sim_sp","AP.14MM11","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.14MM11","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","d4d7b36a-2a5f-4e7a-b13e-422702e31cf1","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.14MM11","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","d4d7b36a-2a5f-4e7a-b13e-422702e31cf1","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.14MM11","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","d4d7b36a-2a5f-4e7a-b13e-422702e31cf1","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.14MM11","R2304APM","SP.R2304APM","SP.R2304APM","d4d7b36a-2a5f-4e7a-b13e-422702e31cf1","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.14MM11","R2304H","SP.R2304H","SP.R2304H","d4d7b36a-2a5f-4e7a-b13e-422702e31cf1","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"AMBIGUOUS_TARGET","sim_sp","AP.14MM11-D","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.14MM11-D","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","53de294a-e629-4127-9a62-fa837a5253ea","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.14MM11-D","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","53de294a-e629-4127-9a62-fa837a5253ea","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.14MM11-D","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","53de294a-e629-4127-9a62-fa837a5253ea","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.14MM11-D","R2304APM","SP.R2304APM","SP.R2304APM","53de294a-e629-4127-9a62-fa837a5253ea","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.14MM11-D","R2304H","SP.R2304H","SP.R2304H","53de294a-e629-4127-9a62-fa837a5253ea","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"VALID","sim_sp","AP.14MM13","J28-5/16V","SP.J28-5/16V","SP.J28-5/16V","68e940f3-e148-4c97-8654-45e151a246fc","675aa13b-e1a5-472f-b8b5-019835cea5ff"
"VALID","sim_sp","AP.14MM13","J23-SQDV","SP.J23-SQDV","SP.J23-SQDV","68e940f3-e148-4c97-8654-45e151a246fc","255714b0-8401-4045-837b-919820e02950"
"VALID","sim_sp","AP.14MM13-D","J28-5/16V","SP.J28-5/16V","SP.J28-5/16V","22f28144-277a-427d-80d2-4be4972145c5","675aa13b-e1a5-472f-b8b5-019835cea5ff"
"VALID","sim_sp","AP.14MM13-D","J23-SQDV","SP.J23-SQDV","SP.J23-SQDV","22f28144-277a-427d-80d2-4be4972145c5","255714b0-8401-4045-837b-919820e02950"
"VALID","sim_sp","AP.14MM15","S2308APM","SP.S2308APM","SP.S2308APM","67350ba6-595e-44e5-ac0a-c046433b651b","50b9b76e-ff2f-420c-8407-60d14e299357"
"VALID","sim_sp","AP.14MM15","S2308BH","SP.S2308BH","SP.S2308BH","67350ba6-595e-44e5-ac0a-c046433b651b","379bd633-6e07-4440-9c92-974a84a79902"
"VALID","sim_sp","AP.14MM15","S2308BHM","SP.S2308BHM","SP.S2308BHM","67350ba6-595e-44e5-ac0a-c046433b651b","673ecd9d-db65-4ccc-8245-cac4ba59fcd3"
"VALID","sim_sp","AP.14MM15","S2308H","SP.S2308H","SP.S2308H","67350ba6-595e-44e5-ac0a-c046433b651b","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.14MM15","S2308HM","SP.S2308HM","SP.S2308HM","67350ba6-595e-44e5-ac0a-c046433b651b","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.14MM15","S2309APM","SP.S2309APM","SP.S2309APM","67350ba6-595e-44e5-ac0a-c046433b651b","4fd33e59-22ed-4695-b5af-da33573de297"
"VALID","sim_sp","AP.14MM15-D","S2308APM","SP.S2308APM","SP.S2308APM","2dba198c-2fbb-474d-8aaf-4a363c91a7be","50b9b76e-ff2f-420c-8407-60d14e299357"
"VALID","sim_sp","AP.14MM15-D","S2308BH","SP.S2308BH","SP.S2308BH","2dba198c-2fbb-474d-8aaf-4a363c91a7be","379bd633-6e07-4440-9c92-974a84a79902"
"VALID","sim_sp","AP.14MM15-D","S2308BHM","SP.S2308BHM","SP.S2308BHM","2dba198c-2fbb-474d-8aaf-4a363c91a7be","673ecd9d-db65-4ccc-8245-cac4ba59fcd3"
"VALID","sim_sp","AP.14MM15-D","S2308H","SP.S2308H","SP.S2308H","2dba198c-2fbb-474d-8aaf-4a363c91a7be","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.14MM15-D","S2308HM","SP.S2308HM","SP.S2308HM","2dba198c-2fbb-474d-8aaf-4a363c91a7be","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.14MM15-D","S2309APM","SP.S2309APM","SP.S2309APM","2dba198c-2fbb-474d-8aaf-4a363c91a7be","4fd33e59-22ed-4695-b5af-da33573de297"
"VALID","sim_sp","AP.14MM23","J100VM","SP.J100VM","SP.J100VM","00fcab79-3722-4870-a2f3-8d7ee29e32df","a3c73cef-4c19-4de6-b450-dbf39a8385ab"
"VALID","sim_sp","AP.14MM23-D","J100VM","SP.J100VM","SP.J100VM","613ff0bf-4ab2-4159-a2e8-007e8439ce9e","a3c73cef-4c19-4de6-b450-dbf39a8385ab"
"VALID","sim_sp","AP.14MM25","SIM2325H","SP.SIM2325H","SP.SIM2325H","1577b828-af22-4947-8e90-8450e34e7191","b0bfd494-7cde-4d81-a9e8-6e8852f7dc45"
"VALID","sim_sp","AP.14MM25","SIM2326H","SP.SIM2326H","SP.SIM2326H","1577b828-af22-4947-8e90-8450e34e7191","d3189b27-ee71-4128-8568-92a9da39493b"
"VALID","sim_sp","AP.14MM25","SIM2327H","SP.SIM2327H","SP.SIM2327H","1577b828-af22-4947-8e90-8450e34e7191","63467992-1903-4dfd-975a-d0ac4a74e276"
"VALID","sim_sp","AP.14MM25","SIM2328H","SP.SIM2328H","SP.SIM2328H","1577b828-af22-4947-8e90-8450e34e7191","b22604fe-71ea-47ff-ba67-966246c1fd6b"
"VALID","sim_sp","AP.14MM25","SIM2329H","SP.SIM2329H","SP.SIM2329H","1577b828-af22-4947-8e90-8450e34e7191","641e261a-b2fd-464d-a5bb-e00eaf6999ee"
"VALID","sim_sp","AP.14MM25","SIM2330H","SP.SIM2330H","SP.SIM2330H","1577b828-af22-4947-8e90-8450e34e7191","27e69785-22e3-4d77-bd54-bd2e377a939d"
"VALID","sim_sp","AP.14MM35","S2308HL","SP.S2308HL","SP.S2308HL","9a48c022-617c-4734-9788-d877f36c9540","6586d0de-5f6b-410a-99b3-158c484ba18b"
"VALID","sim_sp","AP.14MM35","S2308HLAPM","SP.S2308HLAPM","SP.S2308HLAPM","9a48c022-617c-4734-9788-d877f36c9540","4ba7eaf6-cfef-4619-8e7a-10b800510c70"
"VALID","sim_sp","AP.14MM35","S2308HLM","SP.S2308HLM","SP.S2308HLM","9a48c022-617c-4734-9788-d877f36c9540","4af52fa2-8eb3-4246-a08e-11e2323167c7"
"VALID","sim_sp","AP.14MM35","S2309HL","SP.S2309HL","SP.S2309HL","9a48c022-617c-4734-9788-d877f36c9540","6946259b-8b6f-44ba-b79d-8b30be2a0401"
"VALID","sim_sp","AP.14MM35","S2309HLAPM","SP.S2309HLAPM","SP.S2309HLAPM","9a48c022-617c-4734-9788-d877f36c9540","5f27fae0-4635-4107-a367-b0e24f907769"
"VALID","sim_sp","AP.14MM35","S2309HLM","SP.S2309HLM","SP.S2309HLM","9a48c022-617c-4734-9788-d877f36c9540","157f5aa7-31ea-4c5f-8eb5-7701fdffbe00"
"VALID","sim_sp","AP.14MM35-D","S2308HL","SP.S2308HL","SP.S2308HL","2166e064-1ed8-4627-bd9d-ffceb14b828b","6586d0de-5f6b-410a-99b3-158c484ba18b"
"VALID","sim_sp","AP.14MM35-D","S2308HLAPM","SP.S2308HLAPM","SP.S2308HLAPM","2166e064-1ed8-4627-bd9d-ffceb14b828b","4ba7eaf6-cfef-4619-8e7a-10b800510c70"
"VALID","sim_sp","AP.14MM35-D","S2308HLM","SP.S2308HLM","SP.S2308HLM","2166e064-1ed8-4627-bd9d-ffceb14b828b","4af52fa2-8eb3-4246-a08e-11e2323167c7"
"VALID","sim_sp","AP.14MM35-D","S2309HL","SP.S2309HL","SP.S2309HL","2166e064-1ed8-4627-bd9d-ffceb14b828b","6946259b-8b6f-44ba-b79d-8b30be2a0401"
"VALID","sim_sp","AP.14MM35-D","S2309HLAPM","SP.S2309HLAPM","SP.S2309HLAPM","2166e064-1ed8-4627-bd9d-ffceb14b828b","5f27fae0-4635-4107-a367-b0e24f907769"
"VALID","sim_sp","AP.14MM35-D","S2309HLM","SP.S2309HLM","SP.S2309HLM","2166e064-1ed8-4627-bd9d-ffceb14b828b","157f5aa7-31ea-4c5f-8eb5-7701fdffbe00"
"VALID","sim_sp","AP.14MM43","J28-5/16V","SP.J28-5/16V","SP.J28-5/16V","8efdaacf-8eca-4f54-a122-b9e7f4c956ef","675aa13b-e1a5-472f-b8b5-019835cea5ff"
"VALID","sim_sp","AP.14MM43","J23-SQDV","SP.J23-SQDV","SP.J23-SQDV","8efdaacf-8eca-4f54-a122-b9e7f4c956ef","255714b0-8401-4045-837b-919820e02950"
"VALID","sim_sp","AP.14MM43-D","J28-5/16V","SP.J28-5/16V","SP.J28-5/16V","e1d3b3f3-a6e2-403c-a5b9-51c0e2f71af9","675aa13b-e1a5-472f-b8b5-019835cea5ff"
"VALID","sim_sp","AP.14MM43-D","J23-SQDV","SP.J23-SQDV","SP.J23-SQDV","e1d3b3f3-a6e2-403c-a5b9-51c0e2f71af9","255714b0-8401-4045-837b-919820e02950"
"VALID","sim_sp","AP.14MM45","S2308APM","SP.S2308APM","SP.S2308APM","0010f715-fe77-4d3a-ae5f-7e02c9918f8e","50b9b76e-ff2f-420c-8407-60d14e299357"
"VALID","sim_sp","AP.14MM45","S2308BH","SP.S2308BH","SP.S2308BH","0010f715-fe77-4d3a-ae5f-7e02c9918f8e","379bd633-6e07-4440-9c92-974a84a79902"
"VALID","sim_sp","AP.14MM45","S2308BHM","SP.S2308BHM","SP.S2308BHM","0010f715-fe77-4d3a-ae5f-7e02c9918f8e","673ecd9d-db65-4ccc-8245-cac4ba59fcd3"
"VALID","sim_sp","AP.14MM45","S2308H","SP.S2308H","SP.S2308H","0010f715-fe77-4d3a-ae5f-7e02c9918f8e","5578f370-eff8-43fb-8674-837bb933da73"
"VALID","sim_sp","AP.14MM45","S2308HM","SP.S2308HM","SP.S2308HM","0010f715-fe77-4d3a-ae5f-7e02c9918f8e","c5bf51dc-1706-4c0f-9013-3aa6285bd769"
"VALID","sim_sp","AP.14MM45","S2309APM","SP.S2309APM","SP.S2309APM","0010f715-fe77-4d3a-ae5f-7e02c9918f8e","4fd33e59-22ed-4695-b5af-da33573de297"
