estado,campo,sku_origen,referencia_original,sku_destino_esperado,sku_destino_resuelto,product_id,equivalent_product_id
"VALID","sim_tc","TE.9336L","9336","TE.9336","TE.9336","aa36d86f-954f-46b8-9623-86328a89a6fe","c7c83e1c-5c4b-487e-a928-2a6a9adb7db9"
"VALID","sim_tc","TE.9336L","9336NY","TE.9336NY","TE.9336NY","aa36d86f-954f-46b8-9623-86328a89a6fe","f73b76a3-fc6f-4de5-a02b-fb364aa913d6"
"VALID","sim_tc","TE.9336L","9336IL","TE.9336IL","TE.9336IL","aa36d86f-954f-46b8-9623-86328a89a6fe","a98da186-1def-46df-9f0a-70728795e8d7"
"VALID","sim_cp","TE.9336L","CP9911","CP.CP9911","CP.CP9911","aa36d86f-954f-46b8-9623-86328a89a6fe","3f9a6b3d-3b06-4c1f-8bf0-7eb4de21dcba"
"VALID","sim_cp","TE.9336L","CP9912","CP.CP9912","CP.CP9912","aa36d86f-954f-46b8-9623-86328a89a6fe","6fe2d1c7-6689-40e6-88e3-eb68bccd9eba"
"VALID","sim_cp","TE.9336L","CP9920","CP.CP9920","CP.CP9920","aa36d86f-954f-46b8-9623-86328a89a6fe","fc100347-625e-4b82-b42a-e22f8c0d76ac"
"VALID","sim_ir","TE.9336L","BLD-1","IR.BLD-1","IR.BLD-1","aa36d86f-954f-46b8-9623-86328a89a6fe","542ef9de-a7fb-4798-a750-9cec28a3abdf"
"VALID","sim_ir","TE.9336L","BLD-2","IR.BLD-2","IR.BLD-2","aa36d86f-954f-46b8-9623-86328a89a6fe","a1ce929e-f66d-4b8e-9148-a8237f7c13b4"
"VALID","sim_ir","TE.9336L","BMDS-2","IR.BMDS-2","IR.BMDS-2","aa36d86f-954f-46b8-9623-86328a89a6fe","3c1611e7-5137-4ac8-8a92-de32fd535659"
"VALID","sim_tc","TE.9336LNY","9336L","TE.9336L","TE.9336L","5b9eee99-e277-4478-a71f-610e96b40d3e","aa36d86f-954f-46b8-9623-86328a89a6fe"
"VALID","sim_tc","TE.9336LNY","9336NY","TE.9336NY","TE.9336NY","5b9eee99-e277-4478-a71f-610e96b40d3e","f73b76a3-fc6f-4de5-a02b-fb364aa913d6"
"VALID","sim_tc","TE.9336LNY","9336","TE.9336","TE.9336","5b9eee99-e277-4478-a71f-610e96b40d3e","c7c83e1c-5c4b-487e-a928-2a6a9adb7db9"
"VALID","sim_cp","TE.9336LNY","CP9911","CP.CP9911","CP.CP9911","5b9eee99-e277-4478-a71f-610e96b40d3e","3f9a6b3d-3b06-4c1f-8bf0-7eb4de21dcba"
"VALID","sim_cp","TE.9336LNY","CP9912","CP.CP9912","CP.CP9912","5b9eee99-e277-4478-a71f-610e96b40d3e","6fe2d1c7-6689-40e6-88e3-eb68bccd9eba"
"VALID","sim_cp","TE.9336LNY","CP9920","CP.CP9920","CP.CP9920","5b9eee99-e277-4478-a71f-610e96b40d3e","fc100347-625e-4b82-b42a-e22f8c0d76ac"
"VALID","sim_ir","TE.9336LNY","BLD-1","IR.BLD-1","IR.BLD-1","5b9eee99-e277-4478-a71f-610e96b40d3e","542ef9de-a7fb-4798-a750-9cec28a3abdf"
"VALID","sim_ir","TE.9336LNY","BLD-2","IR.BLD-2","IR.BLD-2","5b9eee99-e277-4478-a71f-610e96b40d3e","a1ce929e-f66d-4b8e-9148-a8237f7c13b4"
"VALID","sim_ir","TE.9336LNY","BMDS-2","IR.BMDS-2","IR.BMDS-2","5b9eee99-e277-4478-a71f-610e96b40d3e","3c1611e7-5137-4ac8-8a92-de32fd535659"
"VALID","sim_tc","TE.9346L","9346","TE.9346","TE.9346","8e759474-b25d-4022-a374-a90c25ec8bdb","b547bf76-e3d0-4abe-af65-01cad7469cd4"
"VALID","sim_tc","TE.9346L","9346NY","TE.9346NY","TE.9346NY","8e759474-b25d-4022-a374-a90c25ec8bdb","b709bb10-3cf6-40f7-88a7-5496627a052b"
"VALID","sim_tc","TE.9346L","9346IL","TE.9346IL","TE.9346IL","8e759474-b25d-4022-a374-a90c25ec8bdb","9b760e6d-97dc-4b54-85f3-09f21494d58a"
"VALID","sim_cp","TE.9346L","CP9920","CP.CP9920","CP.CP9920","8e759474-b25d-4022-a374-a90c25ec8bdb","fc100347-625e-4b82-b42a-e22f8c0d76ac"
"VALID","sim_cp","TE.9346L","CP9921","CP.CP9921","CP.CP9921","8e759474-b25d-4022-a374-a90c25ec8bdb","928fd714-7673-41ca-8c4c-7ac2f5f40cfd"
"VALID","sim_cp","TE.9346L","CP9922","CP.CP9922","CP.CP9922","8e759474-b25d-4022-a374-a90c25ec8bdb","aba0ef14-a39c-4d01-afc1-6011ace40cf6"
"VALID","sim_cp","TE.9346L","CP9923","CP.CP9923","CP.CP9923","8e759474-b25d-4022-a374-a90c25ec8bdb","3c2c9ac0-94c8-4dca-96b0-8dcb638f134a"
"VALID","sim_cp","TE.9346L","CP9936","CP.CP9936","CP.CP9936","8e759474-b25d-4022-a374-a90c25ec8bdb","77d9fabd-86ff-437a-884c-23462ab10170"
"VALID","sim_cp","TE.9346L","CP9937","CP.CP9937","CP.CP9937","8e759474-b25d-4022-a374-a90c25ec8bdb","f80230ce-bf54-44e6-9070-fd58db1e13f3"
"VALID","sim_cp","TE.9346L","CP9938","CP.CP9938","CP.CP9938","8e759474-b25d-4022-a374-a90c25ec8bdb","d877b028-243e-4b6a-b6de-585da104889a"
"VALID","sim_cp","TE.9346L","CP9946","CP.CP9946","CP.CP9946","8e759474-b25d-4022-a374-a90c25ec8bdb","85585c69-d520-440c-8776-57275734e789"
"VALID","sim_cp","TE.9346L","CP9947","CP.CP9947","CP.CP9947","8e759474-b25d-4022-a374-a90c25ec8bdb","8976bfa9-9de4-439c-b1dd-93321dfc7ca9"
"VALID","sim_cp","TE.9346L","CP9948","CP.CP9948","CP.CP9948","8e759474-b25d-4022-a374-a90c25ec8bdb","175f1054-5641-40c0-8b61-c5abba69fce6"
"VALID","sim_cp","TE.9346L","CP9954","CP.CP9954","CP.CP9954","8e759474-b25d-4022-a374-a90c25ec8bdb","489ecbf5-7020-4b07-838b-f557aa424c94"
"VALID","sim_ir","TE.9346L","BMDS-2","IR.BMDS-2","IR.BMDS-2","8e759474-b25d-4022-a374-a90c25ec8bdb","3c1611e7-5137-4ac8-8a92-de32fd535659"
"VALID","sim_ir","TE.9346L","BMDS-4","IR.BMDS-4","IR.BMDS-4","8e759474-b25d-4022-a374-a90c25ec8bdb","c7b7f3eb-06e4-4810-91a7-776366b50d5c"
"VALID","sim_ir","TE.9346L","BMDS-6","IR.BMDS-6","IR.BMDS-6","8e759474-b25d-4022-a374-a90c25ec8bdb","f5a7e150-09a0-4d96-ba44-c28f131afde0"
"VALID","sim_ir","TE.9346L","BMDS-8","IR.BMDS-8","IR.BMDS-8","8e759474-b25d-4022-a374-a90c25ec8bdb","9bcf3f4a-78ad-42c6-a314-95c0c1934898"
"VALID","sim_ir","TE.9346L","BMDLN-4","IR.BMDLN-4","IR.BMDLN-4","8e759474-b25d-4022-a374-a90c25ec8bdb","1a3072f1-4fc6-4908-a219-232dd640af5a"
"VALID","sim_ir","TE.9346L","BMDLN-6","IR.BMDLN-6","IR.BMDLN-6","8e759474-b25d-4022-a374-a90c25ec8bdb","aaf1cb27-97b9-4f22-b808-c3ae9cef4d62"
"VALID","sim_ir","TE.9346L","BMDLN-8","IR.BMDLN-8","IR.BMDLN-8","8e759474-b25d-4022-a374-a90c25ec8bdb","d8a9e056-d116-496e-9688-4fa9d42c1468"
"VALID","sim_ir","TE.9346L","BMDLLN-4","IR.BMDLLN-4","IR.BMDLLN-4","8e759474-b25d-4022-a374-a90c25ec8bdb","e58888f1-93b0-46e6-862e-a228841e0206"
"VALID","sim_ir","TE.9346L","BMDLLN-6","IR.BMDLLN-6","IR.BMDLLN-6","8e759474-b25d-4022-a374-a90c25ec8bdb","06f7800e-173a-4726-97e1-9a61a76ce741"
"VALID","sim_ir","TE.9346L","BMDLLN-8","IR.BMDLLN-8","IR.BMDLLN-8","8e759474-b25d-4022-a374-a90c25ec8bdb","8a0b13e5-84ac-4e5a-a7d4-b137fd5fee58"
"VALID","sim_ir","TE.9346L","BIDS-7","IR.BIDS-7","IR.BIDS-7","8e759474-b25d-4022-a374-a90c25ec8bdb","ed15db68-aeb3-47c8-8102-42862072e08e"
"VALID","sim_ir","TE.9346L","BHR-8","IR.BHR-8","IR.BHR-8","8e759474-b25d-4022-a374-a90c25ec8bdb","16fe64ee-08bf-464c-ab2a-5b79c7feeb5f"
"VALID","sim_tc","TE.9346LNY","9346L","TE.9346L","TE.9346L","7fb0ea71-2c51-4776-bd25-912511306d60","8e759474-b25d-4022-a374-a90c25ec8bdb"
"VALID","sim_tc","TE.9346LNY","9346","TE.9346","TE.9346","7fb0ea71-2c51-4776-bd25-912511306d60","b547bf76-e3d0-4abe-af65-01cad7469cd4"
"VALID","sim_tc","TE.9346LNY","9346NY","TE.9346NY","TE.9346NY","7fb0ea71-2c51-4776-bd25-912511306d60","b709bb10-3cf6-40f7-88a7-5496627a052b"
"VALID","sim_cp","TE.9346LNY","CP9920","CP.CP9920","CP.CP9920","7fb0ea71-2c51-4776-bd25-912511306d60","fc100347-625e-4b82-b42a-e22f8c0d76ac"
"VALID","sim_cp","TE.9346LNY","CP9921","CP.CP9921","CP.CP9921","7fb0ea71-2c51-4776-bd25-912511306d60","928fd714-7673-41ca-8c4c-7ac2f5f40cfd"
"VALID","sim_cp","TE.9346LNY","CP9922","CP.CP9922","CP.CP9922","7fb0ea71-2c51-4776-bd25-912511306d60","aba0ef14-a39c-4d01-afc1-6011ace40cf6"
"VALID","sim_cp","TE.9346LNY","CP9923","CP.CP9923","CP.CP9923","7fb0ea71-2c51-4776-bd25-912511306d60","3c2c9ac0-94c8-4dca-96b0-8dcb638f134a"
"VALID","sim_cp","TE.9346LNY","CP9936","CP.CP9936","CP.CP9936","7fb0ea71-2c51-4776-bd25-912511306d60","77d9fabd-86ff-437a-884c-23462ab10170"
"VALID","sim_cp","TE.9346LNY","CP9937","CP.CP9937","CP.CP9937","7fb0ea71-2c51-4776-bd25-912511306d60","f80230ce-bf54-44e6-9070-fd58db1e13f3"
"VALID","sim_cp","TE.9346LNY","CP9938","CP.CP9938","CP.CP9938","7fb0ea71-2c51-4776-bd25-912511306d60","d877b028-243e-4b6a-b6de-585da104889a"
"VALID","sim_cp","TE.9346LNY","CP9946","CP.CP9946","CP.CP9946","7fb0ea71-2c51-4776-bd25-912511306d60","85585c69-d520-440c-8776-57275734e789"
"VALID","sim_cp","TE.9346LNY","CP9947","CP.CP9947","CP.CP9947","7fb0ea71-2c51-4776-bd25-912511306d60","8976bfa9-9de4-439c-b1dd-93321dfc7ca9"
"VALID","sim_cp","TE.9346LNY","CP9948","CP.CP9948","CP.CP9948","7fb0ea71-2c51-4776-bd25-912511306d60","175f1054-5641-40c0-8b61-c5abba69fce6"
"VALID","sim_cp","TE.9346LNY","CP9954","CP.CP9954","CP.CP9954","7fb0ea71-2c51-4776-bd25-912511306d60","489ecbf5-7020-4b07-838b-f557aa424c94"
"VALID","sim_ir","TE.9346LNY","BMDS-2","IR.BMDS-2","IR.BMDS-2","7fb0ea71-2c51-4776-bd25-912511306d60","3c1611e7-5137-4ac8-8a92-de32fd535659"
"VALID","sim_ir","TE.9346LNY","BMDS-4","IR.BMDS-4","IR.BMDS-4","7fb0ea71-2c51-4776-bd25-912511306d60","c7b7f3eb-06e4-4810-91a7-776366b50d5c"
"VALID","sim_ir","TE.9346LNY","BMDS-6","IR.BMDS-6","IR.BMDS-6","7fb0ea71-2c51-4776-bd25-912511306d60","f5a7e150-09a0-4d96-ba44-c28f131afde0"
"VALID","sim_ir","TE.9346LNY","BMDS-8","IR.BMDS-8","IR.BMDS-8","7fb0ea71-2c51-4776-bd25-912511306d60","9bcf3f4a-78ad-42c6-a314-95c0c1934898"
"VALID","sim_ir","TE.9346LNY","BMDLN-4","IR.BMDLN-4","IR.BMDLN-4","7fb0ea71-2c51-4776-bd25-912511306d60","1a3072f1-4fc6-4908-a219-232dd640af5a"
"VALID","sim_ir","TE.9346LNY","BMDLN-6","IR.BMDLN-6","IR.BMDLN-6","7fb0ea71-2c51-4776-bd25-912511306d60","aaf1cb27-97b9-4f22-b808-c3ae9cef4d62"
"VALID","sim_ir","TE.9346LNY","BMDLN-8","IR.BMDLN-8","IR.BMDLN-8","7fb0ea71-2c51-4776-bd25-912511306d60","d8a9e056-d116-496e-9688-4fa9d42c1468"
"VALID","sim_ir","TE.9346LNY","BMDLLN-4","IR.BMDLLN-4","IR.BMDLLN-4","7fb0ea71-2c51-4776-bd25-912511306d60","e58888f1-93b0-46e6-862e-a228841e0206"
"VALID","sim_ir","TE.9346LNY","BMDLLN-6","IR.BMDLLN-6","IR.BMDLLN-6","7fb0ea71-2c51-4776-bd25-912511306d60","06f7800e-173a-4726-97e1-9a61a76ce741"
"VALID","sim_ir","TE.9346LNY","BMDLLN-8","IR.BMDLLN-8","IR.BMDLLN-8","7fb0ea71-2c51-4776-bd25-912511306d60","8a0b13e5-84ac-4e5a-a7d4-b137fd5fee58"
"VALID","sim_ir","TE.9346LNY","BIDS-7","IR.BIDS-7","IR.BIDS-7","7fb0ea71-2c51-4776-bd25-912511306d60","ed15db68-aeb3-47c8-8102-42862072e08e"
"VALID","sim_ir","TE.9346LNY","BHR-8","IR.BHR-8","IR.BHR-8","7fb0ea71-2c51-4776-bd25-912511306d60","16fe64ee-08bf-464c-ab2a-5b79c7feeb5f"
"VALID","sim_tc","TE.9441","9441G","TE.9441G","TE.9441G","655b55cc-35d5-4f14-a98e-c3c5e56b95f1","3b239f3f-d6c3-4358-8048-9cffe80eb616"
"VALID","sim_tc","TE.9441","9442","TE.9442","TE.9442","655b55cc-35d5-4f14-a98e-c3c5e56b95f1","29ef1d0d-7239-4ca1-9715-f30d65fb82db"
"VALID","sim_cp","TE.9441","CP9968","CP.CP9968","CP.CP9968","655b55cc-35d5-4f14-a98e-c3c5e56b95f1","9feb1ac2-e7fa-428b-90fb-3077f64f8d71"
"VALID","sim_cp","TE.9441","CP9969","CP.CP9969","CP.CP9969","655b55cc-35d5-4f14-a98e-c3c5e56b95f1","f267e4c1-9ddb-48b0-9d83-2dfce4b8bd67"
"VALID","sim_ir","TE.9441","BSD-70","IR.BSD-70","IR.BSD-70","655b55cc-35d5-4f14-a98e-c3c5e56b95f1","d13264df-8ede-4e28-b54c-fc336912f57b"
"VALID","sim_ir","TE.9441","BSDL-70","IR.BSDL-70","IR.BSDL-70","655b55cc-35d5-4f14-a98e-c3c5e56b95f1","194d263a-54bb-41a0-b6fc-581177d6cd73"
"VALID","sim_tc","TE.9441G","9441","TE.9441","TE.9441","3b239f3f-d6c3-4358-8048-9cffe80eb616","655b55cc-35d5-4f14-a98e-c3c5e56b95f1"
"VALID","sim_tc","TE.9441G","9442G","TE.9442G","TE.9442G","3b239f3f-d6c3-4358-8048-9cffe80eb616","6ed3b318-8e1a-482f-86b7-42b7ef24b20d"
"VALID","sim_cp","TE.9441G","CP9968","CP.CP9968","CP.CP9968","3b239f3f-d6c3-4358-8048-9cffe80eb616","9feb1ac2-e7fa-428b-90fb-3077f64f8d71"
"VALID","sim_cp","TE.9441G","CP9969","CP.CP9969","CP.CP9969","3b239f3f-d6c3-4358-8048-9cffe80eb616","f267e4c1-9ddb-48b0-9d83-2dfce4b8bd67"
"VALID","sim_ir","TE.9441G","BSD-70","IR.BSD-70","IR.BSD-70","3b239f3f-d6c3-4358-8048-9cffe80eb616","d13264df-8ede-4e28-b54c-fc336912f57b"
"VALID","sim_ir","TE.9441G","BSDL-70","IR.BSDL-70","IR.BSDL-70","3b239f3f-d6c3-4358-8048-9cffe80eb616","194d263a-54bb-41a0-b6fc-581177d6cd73"
"VALID","sim_tc","TE.9442","9442G","TE.9442G","TE.9442G","29ef1d0d-7239-4ca1-9715-f30d65fb82db","6ed3b318-8e1a-482f-86b7-42b7ef24b20d"
"VALID","sim_tc","TE.9442","9441","TE.9441","TE.9441","29ef1d0d-7239-4ca1-9715-f30d65fb82db","655b55cc-35d5-4f14-a98e-c3c5e56b95f1"
"VALID","sim_tc","TE.9442","9443","TE.9443","TE.9443","29ef1d0d-7239-4ca1-9715-f30d65fb82db","dcf18816-4344-4dae-91ad-afed87f52235"
"VALID","sim_cp","TE.9442","CP9969","CP.CP9969","CP.CP9969","29ef1d0d-7239-4ca1-9715-f30d65fb82db","f267e4c1-9ddb-48b0-9d83-2dfce4b8bd67"
"VALID","sim_cp","TE.9442","CP9970","CP.CP9970","CP.CP9970","29ef1d0d-7239-4ca1-9715-f30d65fb82db","5aac662a-6548-4910-9479-b1e0df018730"
"VALID","sim_ir","TE.9442","BSD-80","IR.BSD-80","IR.BSD-80","29ef1d0d-7239-4ca1-9715-f30d65fb82db","453076ca-5694-427d-8d10-bdbcfb05baf5"
"VALID","sim_ir","TE.9442","BSDL-80","IR.BSDL-80","IR.BSDL-80","29ef1d0d-7239-4ca1-9715-f30d65fb82db","e747819e-99ff-478e-ac51-d08592728d08"
"VALID","sim_tc","TE.9442G","9442","TE.9442","TE.9442","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","29ef1d0d-7239-4ca1-9715-f30d65fb82db"
"VALID","sim_tc","TE.9442G","9441G","TE.9441G","TE.9441G","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","3b239f3f-d6c3-4358-8048-9cffe80eb616"
"VALID","sim_tc","TE.9442G","9443G","TE.9443G","TE.9443G","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","dce954a7-f096-415a-84b9-b7bdbcb68de7"
"VALID","sim_cp","TE.9442G","CP9969","CP.CP9969","CP.CP9969","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","f267e4c1-9ddb-48b0-9d83-2dfce4b8bd67"
"VALID","sim_cp","TE.9442G","CP9970","CP.CP9970","CP.CP9970","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","5aac662a-6548-4910-9479-b1e0df018730"
"VALID","sim_ir","TE.9442G","BSD-80","IR.BSD-80","IR.BSD-80","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","453076ca-5694-427d-8d10-bdbcfb05baf5"
"VALID","sim_ir","TE.9442G","BSDL-80","IR.BSDL-80","IR.BSDL-80","6ed3b318-8e1a-482f-86b7-42b7ef24b20d","e747819e-99ff-478e-ac51-d08592728d08"
"VALID","sim_tc","TE.9443","9443G","TE.9443G","TE.9443G","dcf18816-4344-4dae-91ad-afed87f52235","dce954a7-f096-415a-84b9-b7bdbcb68de7"
"VALID","sim_tc","TE.9443","9442","TE.9442","TE.9442","dcf18816-4344-4dae-91ad-afed87f52235","29ef1d0d-7239-4ca1-9715-f30d65fb82db"
"VALID","sim_tc","TE.9443","9444","TE.9444","TE.9444","dcf18816-4344-4dae-91ad-afed87f52235","0c236660-133e-46fb-ac96-ebd4dbae0bef"
"VALID","sim_cp","TE.9443","CP9970","CP.CP9970","CP.CP9970","dcf18816-4344-4dae-91ad-afed87f52235","5aac662a-6548-4910-9479-b1e0df018730"
"VALID","sim_ir","TE.9443","BSD-90","IR.BSD-90","IR.BSD-90","dcf18816-4344-4dae-91ad-afed87f52235","b084e857-5db5-4a74-b579-660d9e28d9d9"
"VALID","sim_ir","TE.9443","BSDL-90","IR.BSDL-90","IR.BSDL-90","dcf18816-4344-4dae-91ad-afed87f52235","f5c4635f-68b9-452d-975a-485111be1313"
"VALID","sim_tc","TE.9443G","9443","TE.9443","TE.9443","dce954a7-f096-415a-84b9-b7bdbcb68de7","dcf18816-4344-4dae-91ad-afed87f52235"
"VALID","sim_tc","TE.9443G","9442G","TE.9442G","TE.9442G","dce954a7-f096-415a-84b9-b7bdbcb68de7","6ed3b318-8e1a-482f-86b7-42b7ef24b20d"
"VALID","sim_tc","TE.9443G","9444G","TE.9444G","TE.9444G","dce954a7-f096-415a-84b9-b7bdbcb68de7","ea792859-1903-4f24-8a6c-152614262e23"
"VALID","sim_cp","TE.9443G","CP9970","CP.CP9970","CP.CP9970","dce954a7-f096-415a-84b9-b7bdbcb68de7","5aac662a-6548-4910-9479-b1e0df018730"
"VALID","sim_ir","TE.9443G","BSD-90","IR.BSD-90","IR.BSD-90","dce954a7-f096-415a-84b9-b7bdbcb68de7","b084e857-5db5-4a74-b579-660d9e28d9d9"
"VALID","sim_ir","TE.9443G","BSDL-90","IR.BSDL-90","IR.BSDL-90","dce954a7-f096-415a-84b9-b7bdbcb68de7","f5c4635f-68b9-452d-975a-485111be1313"
"AMBIGUOUS_TARGET","sim_sp","AP.M13MM11","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.M13MM11","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","fc2b5133-d3f2-4771-91b1-440663d7269a","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.M13MM11","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","fc2b5133-d3f2-4771-91b1-440663d7269a","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.M13MM11","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","fc2b5133-d3f2-4771-91b1-440663d7269a","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.M13MM11","R2304APM","SP.R2304APM","SP.R2304APM","fc2b5133-d3f2-4771-91b1-440663d7269a","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.M13MM11","R2304H","SP.R2304H","SP.R2304H","fc2b5133-d3f2-4771-91b1-440663d7269a","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"VALID","sim_sp","AP.30MM15D","S23-SQDV","SP.S23-SQDV","SP.S23-SQDV","abf38325-164b-4011-a659-afca857c4a9c","13a53258-9bbf-43af-9f7e-b7af404f11cb"
"AMBIGUOUS_TARGET","sim_sp","AP.1109","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.1109","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","c9d96c47-7933-4670-abba-7dcde2ef524e","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.1109","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","c9d96c47-7933-4670-abba-7dcde2ef524e","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.1109","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","c9d96c47-7933-4670-abba-7dcde2ef524e","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.1109","R2304APM","SP.R2304APM","SP.R2304APM","c9d96c47-7933-4670-abba-7dcde2ef524e","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.1109","R2304H","SP.R2304H","SP.R2304H","c9d96c47-7933-4670-abba-7dcde2ef524e","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"AMBIGUOUS_TARGET","sim_sp","AP.1110","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.1110","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","d5ff13d6-fe0c-49e7-8da6-c661da70d6cc","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.1110","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","d5ff13d6-fe0c-49e7-8da6-c661da70d6cc","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.1110","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","d5ff13d6-fe0c-49e7-8da6-c661da70d6cc","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.1110","R2304APM","SP.R2304APM","SP.R2304APM","d5ff13d6-fe0c-49e7-8da6-c661da70d6cc","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.1110","R2304H","SP.R2304H","SP.R2304H","d5ff13d6-fe0c-49e7-8da6-c661da70d6cc","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"AMBIGUOUS_TARGET","sim_sp","AP.1111","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.1111","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","580a22f9-d1ea-4a47-97de-3867c3c029f3","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.1111","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","580a22f9-d1ea-4a47-97de-3867c3c029f3","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.1111","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","580a22f9-d1ea-4a47-97de-3867c3c029f3","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.1111","R2304APM","SP.R2304APM","SP.R2304APM","580a22f9-d1ea-4a47-97de-3867c3c029f3","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.1111","R2304H","SP.R2304H","SP.R2304H","580a22f9-d1ea-4a47-97de-3867c3c029f3","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"AMBIGUOUS_TARGET","sim_sp","AP.1112","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.1112","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","0b6ced6e-47d1-4245-a982-3d88bc41beea","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.1112","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","0b6ced6e-47d1-4245-a982-3d88bc41beea","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.1112","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","0b6ced6e-47d1-4245-a982-3d88bc41beea","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.1112","R2304APM","SP.R2304APM","SP.R2304APM","0b6ced6e-47d1-4245-a982-3d88bc41beea","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.1112","R2304H","SP.R2304H","SP.R2304H","0b6ced6e-47d1-4245-a982-3d88bc41beea","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"AMBIGUOUS_TARGET","sim_sp","AP.1113","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.1113","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","f793a598-8982-437d-aa18-d769b6d3a6b2","e9f21142-35e8-4198-81fb-837516c9037c"
"VALID","sim_sp","AP.1113","R23-3/8APM","SP.R23-3/8APM","SP.R23-3/8APM","f793a598-8982-437d-aa18-d769b6d3a6b2","0879ab45-ad8f-4eb5-b6b3-9d1f616407d3"
"VALID","sim_sp","AP.1113","R23-5/16APM","SP.R23-5/16APM","SP.R23-5/16APM","f793a598-8982-437d-aa18-d769b6d3a6b2","ddb33e0c-891b-462f-8546-70655a3d8c19"
"VALID","sim_sp","AP.1113","R2304APM","SP.R2304APM","SP.R2304APM","f793a598-8982-437d-aa18-d769b6d3a6b2","b02e3bc0-0288-4877-bde3-1475fb4bfa96"
"VALID","sim_sp","AP.1113","R2304H","SP.R2304H","SP.R2304H","f793a598-8982-437d-aa18-d769b6d3a6b2","6a6182fa-95d8-46fa-a7e4-e3fadd6b1115"
"AMBIGUOUS_TARGET","sim_sp","AP.1116","R23-1/2APM","SP.R23-1/2APM","","",""
"VALID","sim_sp","AP.1116","R23-1/4APM","SP.R23-1/4APM","SP.R23-1/4APM","bd00575d-fdd9-4ef8-93de-c28a2a152023","e9f21142-35e8-4198-81fb-837516c9037c"
